client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance
10,Michelle,Orozco,60,Female,smithtiffany@example.org,(765)700-3274x38300,38416 Campbell Plain Apt. 096,Leeborough,Iowa,04145,Retired,<$30k,Savings,2020-08-24,6975,54,64498,No,22,4,0,Daily,Mortgage;Credit Card;TFSA;RRSP,No,Yes,25733,No,0
11,Samuel,Richardson,56,Male,hendricksbryan@example.com,739.424.4863x3596,817 Erica Glens,Carolineport,Tennessee,13001,Student,<$30k,Chequing,2024-01-19,2244,69,76670,Yes,74,2,1,Weekly,Mortgage;RRSP,Yes,Yes,11254,Yes,66004
12,Joel,Scott,23,Male,floresandrew@example.com,+1-403-229-8087,40393 Sara Corners,Jeromeborough,North Dakota,91170,Retired,<$30k,Joint,2022-01-07,2930,68,58263,Yes,57,5,3,Rarely,TFSA;Credit Card,No,Yes,489293,Yes,51865
13,Shannon,Adams,24,Other,john49@example.org,855-413-5976x39869,333 Porter Parkway Suite 923,Port Theresa,Wisconsin,62923,Student,>$100k,Business,2016-04-01,3859,44,54923,Yes,28,5,2,Rarely,Mortgage,Yes,Yes,369991,Yes,65520
14,Karen,Hurst,36,Female,fwilliams@example.net,001-945-910-9591,94382 Smith Pass,Sarafurt,South Carolina,41194,Unemployed,$60k–$100k,Business,2021-08-16,9882,41,91676,No,51,5,3,Rarely,Mortgage;RRSP;Credit Card,No,Yes,257411,No,0
15,Curtis,Montoya,38,Male,marquezwilliam@example.net,683.773.9018x70958,22581 Brianna Camp Apt. 589,North Andrewtown,Washington,40614,Unemployed,$30k–$60k,Chequing,2023-08-05,4956,44,85714,No,7,2,3,Rarely,Credit Card;Mortgage;RRSP;TFSA,Yes,No,0,Yes,67515
16,Christopher,Wright,25,Other,david03@example.org,6862363365,8836 Holly Crest Suite 895,Port Erin,Virginia,48053,Retired,>$100k,Savings,2020-12-14,9923,50,8996,No,56,2,3,Never,RRSP;Credit Card;TFSA,Yes,No,0,Yes,35735
17,Jason,Hill,31,Male,brianbell@example.com,697-539-4001,10600 Hunter Plaza,Port John,Pennsylvania,16250,Retired,<$30k,Chequing,2018-02-16,8428,55,26039,No,92,4,0,Daily,RRSP;TFSA;Mortgage;Credit Card,Yes,Yes,439103,No,0
18,Vanessa,Mason,79,Other,kristin68@example.org,+1-985-304-8794x8139,8072 Laura Mount Apt. 792,Port Melanie,Mississippi,72786,Unemployed,>$100k,Savings,2022-01-26,5478,97,44139,No,7,2,0,Never,TFSA;Mortgage,Yes,Yes,287869,Yes,50663
19,Paul,Vega,45,Other,kari41@example.com,889.682.0290,163 Smith Corner,Dawsonborough,North Dakota,08978,Employed,>$100k,Chequing,2019-01-29,9001,15,5479,Yes,36,0,0,Weekly,RRSP;Credit Card,Yes,No,0,No,0
20,Amanda,Johns,55,Male,inicholson@example.com,(984)279-3553,72817 Elizabeth Meadow,North Beth,Mississippi,36109,Employed,$60k–$100k,Savings,2019-07-21,1916,30,30603,Yes,24,4,2,Rarely,Credit Card,No,No,0,Yes,80202
21,Daniel,Smith,76,Male,uwong@example.com,(936)900-6820x331,9691 Martinez Fords,Wilsonview,Pennsylvania,04088,Employed,>$100k,Savings,2015-11-07,847,70,11867,Yes,69,0,1,Rarely,Mortgage;TFSA;Credit Card;RRSP,Yes,Yes,423425,Yes,51924
22,Lisa,Perez,44,Other,burchzachary@example.net,+1-618-687-1851x406,400 Jodi Summit,Johnsonside,New Jersey,84867,Student,<$30k,Savings,2016-04-19,9421,38,50878,Yes,3,4,2,Never,RRSP;Mortgage,No,Yes,447412,Yes,21354
23,Steven,Yu,23,Male,timothy62@example.org,600-666-0421x7142,0499 Joshua Common Suite 605,Loriport,North Carolina,31348,Student,>$100k,Business,2021-01-13,7831,70,10624,No,25,2,0,Daily,RRSP;Credit Card;Mortgage;TFSA,Yes,Yes,276274,Yes,56813
24,Kristen,Jones,74,Other,cmccoy@example.com,(483)340-6398,463 Kylie Lights Apt. 622,East Rodneyville,Hawaii,61469,Unemployed,<$30k,Chequing,2016-03-02,8351,66,4765,No,33,5,1,Weekly,RRSP;TFSA;Mortgage;Credit Card,Yes,No,0,Yes,61380
25,Mark,Howard,77,Other,jalvarez@example.com,219.471.9328x152,6265 Deborah Rapid Apt. 789,Ellismouth,Maryland,82342,Employed,$30k–$60k,Chequing,2019-07-04,4035,11,39971,No,59,0,0,Daily,Credit Card;TFSA;Mortgage,No,No,0,No,0
26,Nathan,Roberts,40,Male,hannah56@example.com,001-482-564-2922x4681,6187 Richard Island,New David,Connecticut,11279,Retired,>$100k,Business,2019-03-16,1731,54,17084,Yes,48,0,3,Daily,TFSA;Credit Card,No,No,0,No,0
27,Jason,Hudson,24,Female,alicearnold@example.org,001-523-865-7653,473 Joshua Mount,New Rachelmouth,Illinois,69803,Unemployed,>$100k,Chequing,2020-03-05,3722,61,66788,Yes,55,5,2,Rarely,RRSP;Credit Card;TFSA,No,No,0,No,0
28,Emily,Lane,46,Other,rebecca62@example.com,+1-603-451-6947x6402,67527 Katherine Roads Suite 306,Port Christopher,Connecticut,07117,Unemployed,<$30k,Business,2016-04-17,6164,51,30907,No,62,2,2,Rarely,Credit Card,No,No,0,No,0
29,Don,Patton,76,Male,marcmcdowell@example.org,(831)788-2006,23689 Copeland Grove Apt. 135,Hillside,West Virginia,66445,Employed,>$100k,Joint,2022-06-04,5822,45,39118,No,5,5,1,Rarely,TFSA;RRSP,Yes,No,0,Yes,27510
30,Dana,Rodriguez,47,Other,tina85@example.net,(596)977-8642x34608,55305 Kathy Valleys,Hortonstad,Nevada,60426,Unemployed,$30k–$60k,Business,2019-05-20,1521,60,91097,Yes,16,0,2,Never,Mortgage;TFSA,No,Yes,198906,No,0
31,Kyle,Parker,39,Male,michael91@example.net,527-909-5779x668,21181 Watson Views,Port Carol,Massachusetts,72864,Employed,<$30k,Joint,2016-07-20,7347,69,13034,Yes,27,3,1,Weekly,Mortgage;TFSA;Credit Card;RRSP,Yes,No,0,No,0
32,Kathleen,Green,41,Female,greenbarbara@example.net,001-835-953-0939x679,1758 Brittany Branch,Gregorychester,Minnesota,38254,Employed,$60k–$100k,Savings,2020-07-25,3080,87,59593,Yes,45,5,0,Weekly,Credit Card;Mortgage,No,Yes,330470,Yes,45817
33,Colleen,Patel,43,Male,johnsonerin@example.org,(742)607-0637x33743,995 Nunez Extension,North Tylerview,Indiana,31400,Student,$60k–$100k,Joint,2021-12-15,1479,43,47322,No,44,4,1,Daily,Mortgage;Credit Card;TFSA;RRSP,No,No,0,No,0
34,Jose,Dunn,30,Male,htaylor@example.org,001-955-537-2498x5580,9176 Sierra Spur,Salinaschester,Maryland,71632,Unemployed,$30k–$60k,Chequing,2021-10-25,8813,34,88179,Yes,55,3,2,Rarely,RRSP;Mortgage;TFSA;Credit Card,No,No,0,No,0
35,Bruce,Moore,34,Other,kristinawood@example.com,590.865.9726x9579,50206 Griffin Throughway Suite 465,North Christopher,Florida,58124,Unemployed,$60k–$100k,Joint,2018-04-08,3217,76,10769,No,32,5,1,Rarely,TFSA;RRSP,No,No,0,No,0
36,Eugene,Sanchez,75,Female,ierickson@example.com,(365)886-6167x09633,4417 Eduardo Heights,New Josefort,Delaware,36137,Retired,>$100k,Joint,2019-11-22,4896,77,85710,No,52,0,2,Rarely,TFSA;RRSP;Credit Card;Mortgage,Yes,No,0,Yes,12075
37,Kyle,King,28,Female,fowen@example.com,001-375-497-8019,898 Johnson Via Suite 674,Paulbury,Louisiana,41933,Employed,>$100k,Savings,2018-06-22,7524,18,13767,Yes,4,3,1,Weekly,Credit Card;Mortgage,No,No,0,Yes,81959
38,Corey,Hernandez,47,Male,donna69@example.net,905.470.3399x4364,36128 Jones Trafficway Suite 630,East Steven,New York,46245,Retired,$60k–$100k,Savings,2024-05-28,3995,35,60243,No,87,5,2,Rarely,Credit Card;Mortgage;TFSA;RRSP,Yes,Yes,253589,No,0
39,Veronica,Greene,70,Male,david65@example.net,947-692-9898,5018 Lee Garden,Port Michaelport,Georgia,54414,Unemployed,$30k–$60k,Joint,2019-06-03,6022,40,7653,No,30,2,3,Daily,Mortgage,No,Yes,107785,Yes,89183
40,Eduardo,Brandt,36,Other,lisa14@example.com,001-404-445-7097x24091,39339 Mckenzie Burgs Apt. 956,South Frederickbury,Mississippi,71071,Unemployed,>$100k,Business,2016-09-12,6183,73,90925,Yes,70,0,2,Rarely,Credit Card,Yes,No,0,No,0
41,Erin,Martinez,25,Other,annawashington@example.net,927-736-1249x2592,032 Hughes Row,East Kirk,Alaska,18402,Unemployed,<$30k,Business,2018-07-31,6818,37,9184,No,65,5,2,Weekly,RRSP,No,Yes,234497,Yes,22567
42,Thomas,Zimmerman,31,Male,christine92@example.net,772-614-2733x713,282 Amy Parkways,Edwardsmouth,Montana,21774,Student,$30k–$60k,Savings,2018-01-07,5146,27,49320,Yes,39,2,1,Weekly,Mortgage,Yes,No,0,No,0
43,Todd,Knight,61,Other,jamessmith@example.com,5799231829,90950 Mathis Isle,East Pamelaborough,Maryland,72669,Retired,$60k–$100k,Savings,2020-08-30,9846,8,73719,No,65,2,0,Never,TFSA,No,No,0,No,0
44,Henry,Briggs,33,Other,toddlawson@example.net,(209)337-4487x7380,5270 Tracy Mountain,New Angelastad,New Hampshire,95200,Retired,$60k–$100k,Savings,2019-06-18,9571,62,11952,Yes,49,2,3,Weekly,Mortgage;TFSA;Credit Card,Yes,No,0,No,0
45,Russell,Parker,23,Female,uadams@example.com,771.484.7630,675 Emily Valleys Apt. 146,East April,North Carolina,80676,Student,$60k–$100k,Business,2019-05-28,6078,60,14103,No,70,2,3,Weekly,RRSP,No,No,0,No,0
46,Anna,Welch,60,Other,pearsonsydney@example.net,(466)370-0620,381 Vanessa Isle,Kaneville,Massachusetts,40137,Unemployed,$30k–$60k,Joint,2017-08-16,5237,71,10608,No,66,4,1,Rarely,Mortgage;RRSP;Credit Card,Yes,No,0,No,0
47,Walter,Jones,49,Male,ajordan@example.net,001-452-874-1050x76875,3456 Nicholas Trail,Martinezview,New Jersey,12115,Employed,$60k–$100k,Joint,2023-09-14,2287,10,84596,No,67,2,2,Never,Mortgage;RRSP,Yes,Yes,256838,Yes,57691
48,Erica,James,26,Female,ysmith@example.org,(746)576-9852,585 Lauren Trafficway,Cervantesmouth,New Hampshire,38402,Employed,<$30k,Chequing,2021-11-13,4383,33,49869,No,91,1,2,Rarely,TFSA,No,Yes,108749,No,0
49,Amanda,Collins,78,Female,bgardner@example.org,(714)611-1345x1027,992 Jacobs Fork Apt. 950,Johnsonmouth,California,75297,Employed,$60k–$100k,Business,2023-08-20,9492,48,26268,No,78,0,0,Daily,Credit Card;TFSA,No,Yes,323966,Yes,37549
50,Robert,Mcmillan,54,Female,ywatson@example.com,665-585-0995x5683,1851 Collier Plaza,South Monica,Missouri,64956,Employed,<$30k,Savings,2024-09-04,2689,61,66377,Yes,2,3,1,Rarely,Mortgage,No,No,0,Yes,30178
51,Stephen,Cruz,18,Female,kimberly35@example.org,001-972-637-9416x24338,49855 Sanchez Trace,Lake Juanburgh,Texas,15938,Employed,<$30k,Business,2020-05-11,2994,32,84842,No,28,2,1,Weekly,TFSA;RRSP,No,Yes,183941,Yes,12753
52,John,Thomas,18,Male,burkeanthony@example.org,318.849.3878x68192,2673 Day Mills,Ramirezfort,New Hampshire,76378,Unemployed,>$100k,Chequing,2021-06-13,7459,72,47717,No,42,2,3,Weekly,Mortgage;Credit Card;TFSA,No,No,0,No,0
53,Crystal,Stone,48,Other,williamsmelissa@example.com,789.630.3912x93728,9351 Hanna Mountains Apt. 170,Joseborough,Montana,49898,Retired,$60k–$100k,Joint,2023-03-16,8710,52,28852,No,64,4,1,Rarely,Credit Card;RRSP;Mortgage,Yes,No,0,No,0
54,Kimberly,Marquez,62,Other,hmeza@example.net,594.577.2839x8738,463 Thomas Mountains Suite 622,Nelsonland,Virginia,96655,Employed,$30k–$60k,Business,2023-08-30,7153,12,75262,No,0,0,0,Never,TFSA;Mortgage;Credit Card,Yes,Yes,377673,Yes,13612
55,David,Munoz,50,Other,calhounthomas@example.com,001-804-607-5088x31021,7372 Katrina Ferry,South Denisefurt,Missouri,53860,Retired,$30k–$60k,Savings,2025-02-25,5664,6,69783,No,77,0,0,Never,TFSA;Credit Card;Mortgage,No,Yes,134680,Yes,43734
56,Eric,Cannon,50,Other,nelsonbenjamin@example.net,001-850-720-1558x57460,036 Gates Alley,Marystad,South Carolina,63368,Student,$30k–$60k,Business,2020-09-07,5641,35,84881,No,44,3,0,Daily,TFSA;Credit Card;Mortgage;RRSP,No,Yes,75574,No,0
57,Stephen,Taylor,51,Female,susan39@example.com,880-431-5663x8918,4100 Edwin Lodge Apt. 606,Lake Kyle,Alaska,25677,Unemployed,<$30k,Joint,2019-03-24,7271,38,55906,No,2,2,0,Rarely,Credit Card,Yes,No,0,No,0
58,Joseph,Good,20,Other,howardheather@example.com,579.467.2032x276,179 Susan Spurs Apt. 457,North Charles,Kansas,48219,Unemployed,$30k–$60k,Business,2024-06-18,1960,36,75835,No,25,2,1,Daily,RRSP,No,Yes,383393,No,0
59,Jennifer,Hodges,59,Male,kimberly81@example.net,839-682-1492,0323 Richardson Overpass Apt. 833,Nguyenview,Wisconsin,91328,Retired,$60k–$100k,Savings,2018-03-15,8167,92,55705,Yes,48,0,1,Weekly,TFSA;Mortgage;RRSP,No,No,0,No,0
60,Daniel,Salas,79,Other,richard45@example.com,+1-459-291-3477x08692,1977 Holly Way,Lake Monicaside,Tennessee,24002,Employed,$60k–$100k,Savings,2015-06-14,6108,50,69567,No,23,4,1,Daily,TFSA;RRSP,No,No,0,Yes,80439
61,William,Morris,68,Female,meganmarshall@example.net,234-935-2649x16852,5093 Ortega Springs,Mayoburgh,New York,58484,Retired,$30k–$60k,Joint,2024-10-23,6430,42,79584,Yes,14,1,3,Rarely,RRSP;TFSA,No,No,0,Yes,39283
62,Emily,Vance,51,Other,rcurtis@example.org,(443)486-6961x59454,0317 Daniel Track,North Kimberlyview,Louisiana,95725,Student,<$30k,Chequing,2016-06-22,9939,26,37751,Yes,83,5,2,Rarely,Mortgage;RRSP;Credit Card,No,No,0,No,0
63,Teresa,White,73,Male,ashley47@example.org,579-348-1856,08620 Traci Garden,New Nicoleberg,Indiana,09147,Student,$60k–$100k,Joint,2016-01-22,1569,81,35955,No,57,1,3,Weekly,TFSA;Mortgage;Credit Card,Yes,No,0,Yes,41068
64,Nathan,Harrison,71,Other,qclark@example.org,+1-936-807-9375,817 Amy Ports,East Christine,Wisconsin,82924,Unemployed,$30k–$60k,Chequing,2019-10-08,4571,61,42219,Yes,34,4,1,Never,TFSA,Yes,Yes,198569,Yes,96192
65,Carolyn,Ibarra,51,Male,hornemary@example.com,599.576.8950,15928 Julie Fall,New Reginaborough,California,72980,Unemployed,$30k–$60k,Joint,2020-09-24,6199,61,55629,Yes,89,0,0,Never,Mortgage;TFSA;Credit Card;RRSP,Yes,No,0,Yes,96319
66,Scott,Caldwell,31,Other,calvinhoward@example.net,+1-208-344-4689x1625,9123 Lee Expressway Suite 109,Burtonton,Massachusetts,37414,Student,$60k–$100k,Business,2024-12-27,8804,6,94551,No,71,2,2,Never,RRSP;Mortgage,No,Yes,58350,Yes,8409
67,Tiffany,Luna,32,Other,christophersawyer@example.org,(300)768-2962,9371 Browning Track Apt. 922,Collinsfort,Vermont,78932,Unemployed,<$30k,Joint,2020-06-19,9932,23,90153,No,11,1,1,Weekly,RRSP;Credit Card;TFSA,No,No,0,Yes,69951
68,John,Hall,28,Other,lisa71@example.org,(326)805-7530x08786,301 Welch Lock,West Miranda,Indiana,30380,Student,$30k–$60k,Savings,2017-10-18,1500,40,39656,Yes,95,5,3,Rarely,Credit Card,No,No,0,No,0
69,Peter,Jones,40,Other,hendersonsarah@example.net,373.981.8962x4742,6073 Cooper Causeway Suite 849,Michaelland,Washington,12620,Unemployed,$30k–$60k,Chequing,2016-07-15,4904,6,57139,No,37,3,1,Rarely,TFSA;Mortgage,No,Yes,371771,No,0
70,Sandra,Pham,78,Other,james79@example.net,4942597447,2925 White Trail,North Rossfurt,New York,92758,Employed,$30k–$60k,Joint,2018-06-04,5222,62,98826,No,92,2,0,Weekly,Credit Card;Mortgage;TFSA,No,Yes,64801,No,0
71,Mark,Roy,48,Female,gcarpenter@example.net,389-342-7032x1517,328 Gomez Ville Apt. 226,East Jeffery,Ohio,29155,Employed,$60k–$100k,Business,2018-11-21,5938,64,56020,Yes,8,2,3,Never,Credit Card,No,Yes,88202,Yes,41867
72,Nicole,Villanueva,68,Other,websteradam@example.org,356-335-0533,142 Lisa Gardens Suite 463,South Reginaldtown,Texas,25855,Student,<$30k,Chequing,2021-11-30,8727,67,89759,Yes,24,3,1,Rarely,TFSA;Mortgage;Credit Card,Yes,Yes,241530,Yes,81247
73,Dylan,Hernandez,37,Male,mbowman@example.org,772.827.7753x55873,5889 Barbara Garden Suite 576,North Seantown,California,69628,Unemployed,$30k–$60k,Business,2017-05-17,858,60,14215,No,77,1,1,Never,RRSP;Credit Card,No,Yes,370103,No,0
74,Diane,Jacobs,61,Other,qjones@example.com,236-572-9965x96823,5358 Matthew Grove,Lake Angel,Kentucky,49199,Retired,$60k–$100k,Savings,2024-07-16,9689,80,60977,No,37,5,0,Rarely,RRSP;Mortgage;Credit Card,Yes,Yes,153398,No,0
75,Sara,Hobbs,79,Other,idelacruz@example.com,601.553.5337x27405,055 Dickerson Island Apt. 956,Port Rachelborough,New Hampshire,93218,Employed,>$100k,Savings,2020-06-15,6418,51,99028,Yes,43,0,1,Never,RRSP;Credit Card,No,Yes,101086,Yes,23997
76,Rachel,Shaffer,23,Female,yhood@example.com,5565807033,786 Powell Rest Suite 612,Robinsonview,Maryland,19733,Student,$30k–$60k,Chequing,2018-06-17,3339,53,18752,No,2,2,2,Weekly,TFSA;Credit Card;Mortgage;RRSP,Yes,Yes,367465,Yes,75626
77,Christian,Johnson,76,Other,rosejasmine@example.net,200-234-7803x964,0339 Carlson Light,Jasonville,Idaho,58460,Student,$60k–$100k,Joint,2023-10-07,538,98,11199,No,9,0,2,Daily,Credit Card;Mortgage;TFSA;RRSP,Yes,No,0,Yes,22966
78,Carl,Murray,76,Male,cassandra73@example.org,455.494.6875,40049 Knox Point,Troymouth,Iowa,52901,Retired,>$100k,Savings,2018-10-19,1033,23,20494,Yes,29,4,1,Daily,TFSA;Mortgage,Yes,No,0,Yes,50681
79,Charles,Johnson,19,Other,smartinez@example.com,866-264-9590x7859,054 Ramirez Turnpike Apt. 285,Port Timothy,Hawaii,32576,Employed,$30k–$60k,Savings,2023-02-25,8652,89,54506,No,59,1,2,Daily,Credit Card,No,No,0,Yes,51577
80,Ryan,Vasquez,38,Female,nicole08@example.org,+1-852-702-0813x12493,89083 Schultz Drive Suite 864,Port Pamela,Nevada,20428,Student,$30k–$60k,Joint,2021-05-15,9769,10,5312,Yes,89,1,2,Daily,TFSA;Mortgage,No,No,0,Yes,28020
81,Angela,Graham,50,Male,hharris@example.com,(634)541-0046,9950 Gardner Lights Suite 489,Travisfort,Hawaii,84151,Student,<$30k,Business,2020-04-12,5920,8,27721,Yes,65,5,2,Weekly,Mortgage,Yes,No,0,No,0
82,Louis,Hurley,80,Female,mhenderson@example.net,(768)582-7225x905,297 Frey Mission Suite 808,Hallburgh,Oregon,99229,Unemployed,>$100k,Business,2017-12-05,4276,17,1104,Yes,37,1,3,Daily,Mortgage,No,No,0,Yes,58267
83,Sara,Harris,35,Female,qmills@example.org,+1-228-212-2510x458,050 Wright Shoal Suite 133,Scotthaven,New Mexico,55388,Unemployed,$60k–$100k,Chequing,2018-05-25,3596,62,35625,Yes,29,0,0,Never,Mortgage;TFSA;RRSP;Credit Card,No,Yes,119930,No,0
84,Elizabeth,Murray,26,Male,shepherdrobert@example.org,665-741-6733x11021,77754 Dalton Track,Morganborough,Alabama,23947,Student,$30k–$60k,Joint,2022-04-11,4854,99,88590,No,53,1,3,Daily,TFSA;Mortgage;Credit Card,No,No,0,No,0
85,Cody,Cruz,65,Female,suarezkevin@example.com,+1-541-647-8135x8872,10879 Daniel Fork Suite 649,Shieldsberg,Missouri,09121,Employed,<$30k,Joint,2025-03-07,7614,5,20664,Yes,14,2,3,Weekly,Mortgage;RRSP;Credit Card,No,Yes,128444,No,0
86,Noah,Carey,24,Female,wburgess@example.net,(361)865-5090x4432,62219 Day Viaduct,Daltonside,Minnesota,57450,Retired,<$30k,Savings,2017-12-11,2870,20,97098,No,6,5,1,Weekly,Credit Card,Yes,No,0,No,0
87,Anna,Bryant,50,Male,wendyfreeman@example.org,5872026797,897 Wendy Glens,North Daniel,Maryland,37939,Student,$30k–$60k,Joint,2021-06-07,8199,61,4551,Yes,31,2,2,Daily,RRSP,No,No,0,No,0
88,Nicole,Cook,49,Other,vcox@example.com,704-848-6278,0466 Stephen Plain,Reneeberg,Florida,79625,Retired,>$100k,Business,2024-04-06,3841,59,70464,No,99,0,1,Never,Mortgage,No,No,0,No,0
89,Christopher,Thompson,71,Female,jcook@example.com,5796531919,2107 Mccarthy Springs,Reedport,Tennessee,32153,Unemployed,<$30k,Business,2024-02-19,8243,34,33945,Yes,37,2,0,Daily,Credit Card;RRSP;TFSA,No,No,0,No,0
90,Traci,Scott,61,Other,melody67@example.net,(842)964-6684,35902 Richard Parkways Apt. 598,Lake Coreyberg,Ohio,82166,Retired,$30k–$60k,Savings,2022-08-15,4938,37,21272,Yes,4,1,0,Daily,Mortgage;Credit Card;RRSP,Yes,No,0,No,0
91,Elizabeth,Chambers,49,Other,rebeccabarker@example.org,001-263-682-6068x868,6754 Makayla Center Suite 640,West Justinhaven,Oklahoma,80501,Retired,$30k–$60k,Business,2016-03-27,7602,60,59777,Yes,98,5,3,Never,Credit Card,No,No,0,Yes,15960
92,John,Phillips,55,Other,stephendavies@example.net,(746)748-5158,6678 Marshall Station,Campbellstad,Oklahoma,35352,Unemployed,<$30k,Chequing,2016-09-25,2732,51,58028,No,31,5,2,Never,TFSA;Mortgage,No,No,0,Yes,24027
93,Ryan,Moody,64,Male,irichardson@example.com,(761)970-4401x05704,3122 Snyder Forks,Port Tina,California,14383,Student,$30k–$60k,Savings,2021-08-27,7633,49,41144,No,78,1,0,Weekly,TFSA;RRSP;Credit Card;Mortgage,Yes,Yes,304580,Yes,69965
94,Samantha,Watson,30,Male,zjames@example.net,(473)215-6216x324,64177 Donna Locks,New Olivia,California,34044,Unemployed,<$30k,Savings,2022-08-04,2799,80,73987,No,7,1,1,Never,Credit Card;Mortgage,Yes,Yes,179384,No,0
95,Kelly,Hampton,72,Female,mccoyjustin@example.com,795-829-1837,275 Allen Island Apt. 761,Vargasberg,Virginia,33705,Unemployed,<$30k,Joint,2018-05-07,9312,27,96274,No,91,5,0,Daily,RRSP,Yes,Yes,371269,No,0
96,Karen,Dean,30,Male,nclark@example.org,001-711-780-4517x32598,545 Navarro Track Apt. 465,New Michael,Wisconsin,51341,Unemployed,>$100k,Chequing,2017-08-28,6490,91,38459,No,43,5,2,Weekly,Mortgage;TFSA,No,No,0,No,0
97,Jennifer,Dennis,58,Other,robert45@example.org,977-716-7843,9738 Gallegos Crest Suite 379,New Tyler,Illinois,47166,Unemployed,$30k–$60k,Business,2018-10-08,7336,32,26257,No,2,4,0,Rarely,Credit Card;Mortgage;TFSA,No,No,0,No,0
98,Donna,Nelson,60,Male,lawrencecohen@example.org,+1-520-736-1303x23999,05254 Sarah Drive Apt. 373,Lake Jamesburgh,Maine,89644,Employed,$60k–$100k,Business,2018-11-16,2434,77,62688,No,83,3,1,Never,Credit Card;Mortgage;RRSP,No,No,0,Yes,15572
99,Stephanie,Brown,22,Other,emma08@example.org,897.606.8214,54185 Zoe Loop,Lake Tracyview,Washington,44319,Employed,$30k–$60k,Chequing,2017-03-26,6427,98,31586,No,25,5,0,Rarely,Credit Card;TFSA,No,No,0,No,0
100,Hannah,Conley,64,Female,bradleywilkerson@example.com,(251)602-2529x9135,426 Julie Port,West Robertborough,California,79277,Unemployed,$60k–$100k,Business,2017-06-01,5344,34,80122,No,1,2,3,Never,RRSP,No,Yes,43272,No,0
101,Judy,Hernandez,30,Male,vbryan@example.com,(562)231-6781,0003 Mercedes Terrace,Allisonport,Florida,81973,Student,$30k–$60k,Chequing,2016-10-21,1150,54,39818,No,65,4,3,Weekly,Mortgage;TFSA;Credit Card,No,Yes,168202,No,0
